id_modulo,id_franja,fecha,tipo_solucion,fuente_ils,vol_aplicado_m3,tasa_riego_lhm2,cu_entrada_gpl,acid_entrada_gpl,fe_total_entrada_gpl,fe2_entrada_gpl,cl_entrada_gpl,sio2_entrada_gpl,mn_entrada_gpl
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-14,refino,,1933.8,8.06,0.329,10.79,1.086,0.325,0.285,0.09,0.07
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-14,refino,,2107.5,8.78,0.32,11.34,1.065,0.333,0.306,0.081,0.075
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-14,refino,,2056.0,8.57,0.335,10.3,0.934,0.317,0.294,0.084,0.067
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-14,refino,,1932.3,8.05,0.336,10.31,0.969,0.344,0.264,0.088,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-14,refino,,2138.9,8.91,0.332,11.23,0.933,0.306,0.306,0.08,0.07
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-14,refino,,1804.3,7.52,0.339,11.04,1.016,0.347,0.292,0.084,0.073
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-14,refino,,2048.8,8.54,0.314,11.24,1.051,0.332,0.295,0.078,0.081
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-15,refino,,2123.2,8.85,0.327,11.11,1.015,0.356,0.298,0.084,0.077
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-15,refino,,1971.8,8.22,0.319,10.78,0.924,0.319,0.276,0.078,0.07
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-15,refino,,2129.1,8.87,0.319,11.02,1.06,0.316,0.306,0.081,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-15,refino,,2068.1,8.62,0.337,10.6,1.003,0.313,0.293,0.086,0.075
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-15,refino,,2042.0,8.51,0.312,11.03,1.024,0.346,0.266,0.083,0.072
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-15,refino,,1828.1,7.62,0.315,10.75,1.038,0.32,0.309,0.085,0.077
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-15,refino,,1981.9,8.26,0.324,10.95,1.074,0.35,0.292,0.086,0.077
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-15,refino,,1822.1,7.59,0.325,10.8,1.073,0.349,0.288,0.092,0.073
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-15,refino,,1865.6,7.77,0.315,10.38,0.891,0.286,0.306,0.088,0.067
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-15,refino,,2020.7,8.42,0.313,11.29,0.924,0.309,0.28,0.086,0.072
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-16,refino,,2025.7,8.44,0.34,11.35,0.995,0.333,0.311,0.091,0.069
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-16,refino,,2004.2,8.35,0.335,10.6,0.978,0.35,0.318,0.091,0.078
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-16,refino,,1900.8,7.92,0.318,10.87,1.001,0.327,0.298,0.082,0.077
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-16,refino,,1926.5,8.03,0.319,10.41,0.928,0.324,0.287,0.079,0.077
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-16,refino,,2014.3,8.39,0.309,10.62,0.926,0.311,0.277,0.077,0.067
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-16,refino,,2025.4,8.44,0.309,11.19,0.921,0.307,0.287,0.083,0.067
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-16,refino,,2113.5,8.81,0.337,10.29,0.926,0.326,0.293,0.078,0.069
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-16,refino,,2056.6,8.57,0.331,10.92,1.079,0.351,0.279,0.084,0.072
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-16,refino,,1883.0,7.85,0.309,10.66,1.031,0.304,0.287,0.086,0.075
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-16,refino,,2103.1,8.76,0.334,11.05,0.911,0.295,0.296,0.08,0.067
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-17,refino,,1798.3,7.49,0.333,11.33,1.07,0.382,0.293,0.077,0.079
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-17,refino,,2038.2,8.49,0.328,10.73,1.004,0.305,0.304,0.077,0.077
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-17,refino,,2131.9,8.88,0.323,10.83,0.952,0.34,0.304,0.082,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-17,refino,,1881.0,7.84,0.323,11.3,1.036,0.318,0.311,0.082,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-17,refino,,1889.8,7.87,0.328,11.28,0.942,0.319,0.319,0.078,0.068
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-17,refino,,2062.2,8.59,0.319,10.35,0.985,0.337,0.278,0.081,0.079
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-17,refino,,2000.8,8.34,0.335,10.76,1.079,0.362,0.268,0.091,0.073
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-17,refino,,1850.0,7.71,0.313,11.02,0.9,0.281,0.269,0.083,0.072
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-17,refino,,2001.5,8.34,0.317,10.31,1.012,0.322,0.299,0.077,0.066
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-17,refino,,1892.5,7.89,0.323,10.7,1.051,0.334,0.292,0.086,0.067
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-18,refino,,2045.5,8.52,0.338,11.34,0.899,0.29,0.293,0.078,0.071
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-18,refino,,2187.1,9.11,0.308,10.77,1.057,0.333,0.289,0.092,0.073
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-18,refino,,1845.7,7.69,0.31,11.3,0.943,0.308,0.267,0.083,0.08
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-18,refino,,1993.8,8.31,0.339,10.56,0.99,0.346,0.287,0.08,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-18,refino,,1948.9,8.12,0.325,11.33,0.927,0.29,0.263,0.082,0.069
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-18,refino,,2064.5,8.6,0.314,11.01,0.943,0.298,0.282,0.088,0.073
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-18,refino,,1937.5,8.07,0.336,10.9,0.933,0.328,0.281,0.076,0.074
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-18,refino,,1842.9,7.68,0.316,11.08,0.916,0.317,0.316,0.086,0.077
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-18,refino,,2077.9,8.66,0.34,10.65,0.923,0.302,0.292,0.079,0.075
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-18,refino,,1799.1,7.5,0.338,10.56,0.898,0.27,0.275,0.08,0.067
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-19,refino,,2163.6,9.01,0.324,10.85,0.953,0.328,0.306,0.09,0.079
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-19,refino,,1966.6,8.19,0.333,11.15,0.952,0.337,0.267,0.092,0.078
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-19,refino,,1830.7,7.63,0.329,10.31,1.043,0.36,0.296,0.09,0.068
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-19,refino,,1903.5,7.93,0.321,10.32,0.979,0.304,0.284,0.083,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-19,refino,,1901.3,7.92,0.337,10.74,0.955,0.312,0.286,0.08,0.074
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-19,refino,,1854.0,7.73,0.319,10.89,0.972,0.337,0.276,0.092,0.078
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-19,refino,,2179.2,9.08,0.335,10.43,0.995,0.303,0.309,0.085,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-19,refino,,2164.0,9.02,0.312,10.89,1.033,0.307,0.296,0.089,0.067
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-19,refino,,1997.7,8.32,0.316,10.99,0.914,0.324,0.313,0.079,0.071
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-19,refino,,2027.7,8.45,0.331,10.76,0.921,0.277,0.319,0.083,0.079
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-20,refino,,2151.6,8.96,0.316,11.04,0.904,0.267,0.299,0.081,0.076
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-20,refino,,1831.0,7.63,0.339,11.09,1.064,0.322,0.28,0.082,0.074
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-20,refino,,1911.8,7.97,0.31,10.68,0.941,0.3,0.273,0.08,0.075
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-20,refino,,1948.2,8.12,0.319,10.85,1.043,0.332,0.295,0.092,0.074
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-20,refino,,2156.1,8.98,0.334,10.34,0.975,0.331,0.319,0.083,0.068
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-20,refino,,2017.5,8.41,0.312,11.09,0.991,0.337,0.312,0.086,0.075
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-20,refino,,2094.3,8.73,0.335,11.22,0.898,0.296,0.274,0.09,0.076
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-20,refino,,1961.0,8.17,0.314,10.64,1.03,0.316,0.267,0.091,0.077
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-20,refino,,1873.1,7.8,0.317,11.33,1.031,0.343,0.279,0.081,0.067
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-20,refino,,2083.9,8.68,0.309,10.28,1.035,0.368,0.305,0.084,0.073
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-21,refino,,1908.1,7.95,0.314,11.1,0.989,0.349,0.263,0.077,0.072
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-21,refino,,1825.5,7.61,0.316,11.34,0.932,0.285,0.295,0.084,0.075
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-21,refino,,1943.7,8.1,0.335,10.43,0.975,0.33,0.312,0.082,0.075
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-21,refino,,1821.1,7.59,0.313,10.35,1.035,0.323,0.303,0.077,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-21,refino,,2126.5,8.86,0.311,10.3,0.902,0.315,0.275,0.085,0.072
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-21,refino,,2110.6,8.79,0.324,10.82,1.086,0.329,0.309,0.077,0.073
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-21,refino,,2146.8,8.94,0.329,11.02,0.943,0.302,0.283,0.084,0.073
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-21,refino,,1923.8,8.02,0.318,10.55,0.963,0.292,0.312,0.086,0.068
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-21,refino,,2070.1,8.63,0.335,10.53,0.92,0.271,0.264,0.088,0.081
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-21,refino,,1811.4,7.55,0.332,10.35,1.008,0.345,0.282,0.076,0.075
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-22,refino,,2015.1,8.4,0.318,10.63,1.075,0.363,0.318,0.083,0.074
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-22,refino,,1987.7,8.28,0.311,10.53,0.995,0.296,0.315,0.078,0.069
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-22,refino,,2098.5,8.74,0.311,11.25,1.034,0.308,0.301,0.086,0.077
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-22,refino,,2123.6,8.85,0.331,10.91,0.954,0.323,0.317,0.086,0.076
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-22,refino,,1967.7,8.2,0.332,11.36,0.922,0.283,0.293,0.084,0.075
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-22,refino,,1813.1,7.55,0.321,10.91,1.006,0.338,0.303,0.086,0.078
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-22,refino,,2042.5,8.51,0.325,10.93,0.911,0.283,0.292,0.09,0.076
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-22,refino,,1829.5,7.62,0.327,10.52,1.036,0.36,0.296,0.086,0.071
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-22,refino,,1971.4,8.21,0.336,11.06,0.993,0.315,0.264,0.078,0.069
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-22,refino,,1942.3,8.09,0.338,10.82,0.937,0.281,0.281,0.089,0.072
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-23,refino,,1877.9,7.82,0.334,10.82,0.897,0.303,0.316,0.09,0.07
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-23,refino,,1814.8,7.56,0.338,11.29,0.996,0.334,0.288,0.083,0.068
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-23,refino,,1832.1,7.63,0.315,11.18,0.919,0.283,0.293,0.079,0.069
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-23,refino,,2018.0,8.41,0.32,10.95,1.071,0.325,0.314,0.091,0.078
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-23,refino,,2045.1,8.52,0.328,10.97,1.027,0.302,0.317,0.085,0.078
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-23,refino,,1943.9,8.1,0.308,10.83,0.991,0.319,0.281,0.08,0.074
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-23,refino,,1943.1,8.1,0.339,10.46,0.954,0.298,0.293,0.084,0.076
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-23,refino,,2172.1,9.05,0.317,11.03,0.895,0.278,0.288,0.076,0.075
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-23,refino,,2063.9,8.6,0.332,10.84,1.01,0.322,0.264,0.077,0.076
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-23,refino,,2190.3,9.13,0.308,10.88,1.039,0.361,0.293,0.086,0.076
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-24,refino,,1973.3,8.22,0.321,11.11,1.067,0.359,0.268,0.081,0.08
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-24,refino,,1828.9,7.62,0.321,11.3,1.079,0.345,0.3,0.083,0.077
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-24,refino,,1806.1,7.53,0.313,10.94,0.937,0.315,0.282,0.091,0.078
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-24,refino,,1989.9,8.29,0.333,10.57,0.988,0.303,0.311,0.089,0.08
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-24,refino,,2143.2,8.93,0.339,10.52,1.075,0.355,0.286,0.085,0.071
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-24,refino,,1908.5,7.95,0.316,10.37,0.989,0.347,0.298,0.084,0.073
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-24,refino,,1978.6,8.24,0.315,11.17,0.93,0.316,0.305,0.085,0.079
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-24,refino,,1909.5,7.96,0.336,11.07,1.049,0.353,0.31,0.092,0.072
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-24,refino,,2117.9,8.82,0.332,10.77,1.074,0.343,0.294,0.077,0.07
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-24,refino,,2128.6,8.87,0.321,10.7,0.939,0.306,0.308,0.091,0.067
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-25,refino,,1929.6,8.04,0.334,11.2,0.921,0.305,0.278,0.088,0.07
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-25,refino,,2061.1,8.59,0.316,10.83,1.078,0.343,0.312,0.092,0.079
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-25,refino,,1859.6,7.75,0.334,10.31,0.968,0.339,0.301,0.085,0.072
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-25,refino,,2117.3,8.82,0.331,10.78,1.067,0.329,0.271,0.086,0.081
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-25,refino,,1892.1,7.88,0.316,10.43,1.061,0.327,0.29,0.092,0.066
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-25,refino,,2015.3,8.4,0.324,11.15,0.961,0.308,0.271,0.088,0.078
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-25,refino,,1848.0,7.7,0.321,11.24,0.891,0.279,0.293,0.081,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-25,refino,,1976.9,8.24,0.314,10.85,1.03,0.341,0.267,0.09,0.069
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-25,refino,,2098.3,8.74,0.32,11.12,0.931,0.285,0.29,0.076,0.07
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-25,refino,,2082.1,8.68,0.335,10.36,1.065,0.368,0.312,0.087,0.076
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-26,refino,,1858.0,7.74,0.334,11.24,0.9,0.308,0.282,0.087,0.074
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-26,refino,,1897.0,7.9,0.312,10.4,0.911,0.305,0.282,0.079,0.076
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-26,refino,,2067.3,8.61,0.325,11.29,0.967,0.336,0.266,0.088,0.081
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-26,refino,,2130.9,8.88,0.327,10.95,0.96,0.324,0.306,0.092,0.073
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-26,refino,,1817.9,7.57,0.327,10.41,0.939,0.296,0.304,0.079,0.069
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-26,refino,,1811.4,7.55,0.336,11.03,0.898,0.265,0.294,0.08,0.075
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-26,refino,,1966.7,8.19,0.338,10.59,1.025,0.304,0.317,0.092,0.077
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-26,refino,,1978.9,8.25,0.315,11.16,1.036,0.319,0.287,0.083,0.078
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-26,refino,,2066.1,8.61,0.329,10.98,0.944,0.3,0.264,0.089,0.073
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-26,refino,,1968.2,8.2,0.316,10.5,1.007,0.311,0.265,0.089,0.072
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-27,refino,,2002.9,8.35,0.318,10.39,0.973,0.293,0.285,0.085,0.08
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-27,refino,,1807.9,7.53,0.328,10.77,0.895,0.277,0.268,0.079,0.07
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-27,refino,,1953.5,8.14,0.325,10.28,0.923,0.276,0.293,0.081,0.074
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-27,refino,,1881.9,7.84,0.309,11.29,0.912,0.275,0.27,0.092,0.075
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-27,refino,,2036.7,8.49,0.34,10.37,1.083,0.332,0.297,0.083,0.072
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-27,refino,,2164.7,9.02,0.313,11.36,0.966,0.324,0.317,0.077,0.08
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-27,refino,,2019.8,8.42,0.331,10.44,0.996,0.336,0.288,0.078,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-27,refino,,2134.0,8.89,0.309,11.04,1.088,0.32,0.271,0.087,0.067
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-27,refino,,2028.6,8.45,0.33,10.91,0.963,0.326,0.296,0.079,0.075
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-27,refino,,2145.0,8.94,0.329,10.79,0.954,0.285,0.275,0.076,0.081
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-28,refino,,1852.5,7.72,0.337,10.84,0.957,0.291,0.262,0.08,0.08
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-28,refino,,2111.3,8.8,0.339,10.39,1.008,0.313,0.293,0.081,0.07
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-28,refino,,2022.2,8.43,0.314,10.78,1.019,0.308,0.315,0.084,0.078
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-28,refino,,2054.1,8.56,0.331,11.05,1.064,0.355,0.277,0.077,0.075
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-28,refino,,1820.0,7.58,0.316,10.34,0.999,0.304,0.297,0.089,0.078
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-28,refino,,1916.9,7.99,0.326,10.89,0.984,0.331,0.273,0.092,0.068
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-28,refino,,2124.0,8.85,0.327,10.54,1.038,0.31,0.306,0.086,0.068
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-28,refino,,1825.2,7.61,0.332,10.59,1.067,0.366,0.302,0.08,0.077
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-28,refino,,2171.4,9.05,0.311,10.63,0.937,0.299,0.304,0.084,0.075
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-28,refino,,1918.7,7.99,0.312,10.57,1.061,0.353,0.283,0.089,0.067
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-02-29,refino,,1971.8,8.22,0.332,11.33,0.982,0.329,0.315,0.08,0.079
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-02-29,refino,,1832.4,7.63,0.329,11.12,1.012,0.33,0.297,0.078,0.069
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-02-29,refino,,1901.1,7.92,0.327,10.75,0.939,0.33,0.283,0.083,0.072
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-02-29,refino,,1866.0,7.78,0.332,10.76,0.894,0.318,0.309,0.088,0.079
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-02-29,refino,,2154.9,8.98,0.319,10.94,1.011,0.314,0.274,0.078,0.076
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-02-29,refino,,2104.8,8.77,0.333,10.62,0.931,0.301,0.293,0.091,0.079
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-02-29,refino,,2158.6,8.99,0.335,11.32,0.983,0.291,0.266,0.082,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-02-29,refino,,1861.2,7.76,0.339,10.49,1.08,0.371,0.298,0.087,0.071
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-02-29,refino,,2051.2,8.55,0.314,11.29,0.95,0.295,0.303,0.087,0.073
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-02-29,refino,,2045.6,8.52,0.313,11.0,0.944,0.294,0.271,0.081,0.071
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-03-01,refino,,2081.0,8.67,0.333,11.19,0.902,0.31,0.283,0.081,0.069
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-03-01,refino,,2190.5,9.13,0.31,11.17,1.017,0.347,0.303,0.09,0.069
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-03-01,refino,,1793.8,7.47,0.327,10.66,0.915,0.28,0.281,0.077,0.067
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-03-01,refino,,2158.6,8.99,0.318,11.34,1.081,0.327,0.303,0.086,0.076
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-03-01,refino,,1831.9,7.63,0.314,10.36,1.01,0.361,0.3,0.088,0.081
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-03-01,refino,,2063.7,8.6,0.309,11.21,0.963,0.283,0.291,0.091,0.07
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-03-01,refino,,1989.4,8.29,0.314,10.34,0.906,0.309,0.311,0.078,0.07
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-03-01,refino,,1871.2,7.8,0.309,10.88,1.029,0.345,0.284,0.085,0.068
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-03-01,refino,,1855.0,7.73,0.338,11.1,1.073,0.379,0.299,0.091,0.072
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-03-01,refino,,1795.0,7.48,0.31,10.39,0.909,0.288,0.302,0.089,0.075
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-03-02,refino,,2115.5,8.81,0.33,10.49,1.019,0.331,0.287,0.078,0.074
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-03-02,refino,,1833.3,7.64,0.313,10.42,1.079,0.337,0.282,0.081,0.079
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-03-02,refino,,2017.9,8.41,0.338,10.6,0.913,0.301,0.281,0.089,0.079
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-03-02,refino,,1981.9,8.26,0.339,10.87,0.944,0.307,0.263,0.089,0.068
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-03-02,refino,,1916.6,7.99,0.326,10.32,0.906,0.307,0.265,0.084,0.071
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-03-02,refino,,1884.4,7.85,0.314,11.1,1.079,0.326,0.317,0.086,0.076
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-03-02,refino,,2076.5,8.65,0.331,11.16,0.986,0.324,0.28,0.077,0.076
PAD-01-C01-F02-M08,PAD-01-C01-F02,2024-03-02,refino,,1806.9,7.53,0.317,10.38,0.928,0.311,0.298,0.083,0.068
PAD-01-C01-F02-M09,PAD-01-C01-F02,2024-03-02,refino,,1966.2,8.19,0.319,11.06,1.005,0.327,0.29,0.092,0.077
PAD-01-C01-F02-M10,PAD-01-C01-F02,2024-03-02,refino,,1991.6,8.3,0.323,10.31,1.077,0.338,0.276,0.092,0.077
PAD-01-C01-F02-M01,PAD-01-C01-F02,2024-03-03,refino,,2087.4,8.7,0.311,10.37,0.952,0.28,0.286,0.088,0.078
PAD-01-C01-F02-M02,PAD-01-C01-F02,2024-03-03,refino,,2034.4,8.48,0.335,10.72,1.058,0.345,0.274,0.092,0.07
PAD-01-C01-F02-M03,PAD-01-C01-F02,2024-03-03,refino,,1804.0,7.52,0.316,10.67,0.96,0.315,0.313,0.081,0.074
PAD-01-C01-F02-M04,PAD-01-C01-F02,2024-03-03,refino,,1929.1,8.04,0.335,10.45,0.911,0.297,0.3,0.089,0.075
PAD-01-C01-F02-M05,PAD-01-C01-F02,2024-03-03,refino,,2101.9,8.76,0.321,10.31,0.913,0.27,0.28,0.084,0.071
PAD-01-C01-F02-M06,PAD-01-C01-F02,2024-03-03,refino,,2016.9,8.4,0.323,11.01,1.023,0.321,0.281,0.085,0.075
PAD-01-C01-F02-M07,PAD-01-C01-F02,2024-03-03,refino,,1918.9,8.0,0.319,11.03,1.019,0.308,0.287,0.091,0.067
